text,sent_makanan,sent_harga,sent_layanan,sent_lingkungan,sent_umum,,numerik_makanan,numerik_harga,numerik_layanan,numerik_lingkungan,numerik_umum
"2x pesan shopeefood, estimasi tertulis 1.5 jam sampai, dan dua duanya di cancel mendekati 1.5 jam. Kalau memang mau cancel mending cancel saja dari awal, jangan customer sudah nunggu 1.5 jam baru di cancel. Mengecewakan sekali dicancel saat â€¦",,,negatif,,,,0,0,2,0,0
Mienya lezatt untuk rasanya menurut saya masih enak yang gacoan dulu. Untuk pelayanannya lumayan lama mungkin karena rame yaa tapi masih menduduki mie terbestt dijember menurut akuuðŸ¤© â€¦,netral,,negatif,,,,3,0,2,0,0
"Pelayanan sangat ramah sekali, makanan selalu di hangat ga pernah dingin dan suasana nyaman polll. Hampir tiap hari makan disini soalnya.. Mantulll bgttttt ðŸ‘ â€¦",positif,,positif,,,,1,0,1,0,0
pelayanannya sangat cepat makanannya juga masih hangat sangat tidak mengecewakan,positif,,positif,,,,1,0,1,0,0
makanannya enak bgt sih wajib kesiniðŸ”¥ðŸ”¥ â€¦,positif,,,,,,1,0,0,0,0
"tempatnya skarang lebih luas,dan tidak perlu antri ke kasir jika ingin memesan. juga harga yang terjangkau cocok untuk semua kalangan",,positif,positif,positif,,,0,1,1,1,0
Pelayanan ramah. Suasana enak. Lebih luas. Tempat duduk lebih banyak. Pemesanan juga lebih praktis dengan ada nya scan barcode. Jd gk perlu nunggu berdiri terlalu lama.,,,positif,positif,,,0,0,1,1,0
"Pelayanan nya satset,emang langganan dari duluðŸ˜loppp bgt gacoann â€¦",,,positif,,,,0,0,1,0,0
"Bagus banget tempatnya sekarang sangat nyaman, pelayanan juga oke",,,positif,positif,,,0,0,1,1,0
"Rame ya tempatnyaa
Definisi Tamban rameee soalnya tempatnya luas banget",,,,positif,,,0,0,0,1,0
"Makanan gak perlu gw ulas lagi karena emang udah enak, dgn kombo mi gacoan lvl 4 + udang kejunya.
Interiornya jadi lebih estetik & lebih luas gak bikin sumpek. â€¦",positif,,,positif,,,1,0,0,1,0
"pelayanannya baguss sii, intinya ga pernah bosen makan disiniii",,,positif,,positif,,0,0,1,0,1
Tempatnya nyaman bersih dan luas.    Pelayanannya sangat baik dan ramah,,,positif,positif,,,0,0,1,1,0
"baru kemaren dari sini, makan gacoan level 2 berasa level diatasnya. mienya kurang kecap jadi kerasa bgt pedesnya kalo bisa ditambahin dong, gak kek waktu di sumatra",negatif,,,,,,2,0,0,0,0
"Rasanya konsisten tetep enak, pelayanan juga cepet",positif,,positif,,,,1,0,1,0,0
Tempatnya lebih luas dan lebih nyaman parkiran luas dan sekarang pake barcode jadi lebih enak untuk dine in ðŸ’—ðŸ’—ðŸ’— â€¦,,,,positif,,,0,0,0,1,0
"Ntah knp gacoan biasanya mie nya enak pas di lidah, tp hari ini 20 juni 2025 mienya kenyal banget gk kayak biasanya terus bumbunya kayak beda aja gitu",negatif,,,,,,2,0,0,0,0
Mantab semakin luas aja ni tempat. betah juga di sini,,,,positif,,,0,0,0,1,0
"Rasa makanannya konsisten enak, pelayannya baik dan ramah. Topp deh pokonyaðŸ¤™ â€¦",positif,,positif,,,,1,0,1,0,0
"makanann terlopp lop, dekatt darii sekolaa, menyalaaa gacoan kuhhðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ â€¦",positif,,,positif,,,1,0,0,1,0
"Untuk makananya gausah di rating udh pasti enak rate bintang 5
Untuk Tempatnya bagus aesthetic dan luas tapi untuk pelayananya mohon ditingkatkan biar yang mau menikmati hidangan nya ngga nunggu terlalu lamaðŸ˜ðŸ˜ðŸ™ðŸ» â€¦",positif,,negatif,positif,,,1,0,2,1,0
Yg kurang dst oknum tukang parkir mobil (orgnya agak kurus)....nariknyaa g sesuai dengan tarif parkirnya ..tolong yaa di tegur,,negatif,negatif,,,,0,2,2,0,0
"tempatnya oke bgt sekarang, untuk rasa gausa diraguin lagi",positif,,,positif,,,1,0,0,1,0
"Enak gaes, rekomend kalau ke jember",,,,,positif,,0,0,0,0,1
"Pelayanan tambah lama & ribet dan rasa berubah,harus download aplikasi sebetulny jual makanan/aplikasi dan tidak boleh merokok padahal outdoor bukan ruangan ber ac",negatif,,negatif,negatif,,,2,0,2,2,0
"Pelayanan bagus smua, yg kurang cuma pas nyiapin makanan lama poll meskipun sudah pindah tmpat tetep lama wkwkw, klau mau makan gacoan hrus sabarr, pling cpet dteng makanannya 1jamman. Trus juga tmpat duduk maksimal cuma 4 orang huhu syang â€¦",,,negatif,negatif,,,0,0,2,2,0
Pelanyanannya memuaskan tempat nya enak,,,positif,positif,,,0,0,1,1,0
"pelayanan ramah, enak, cepat dan murah",,positif,positif,,,,0,1,1,0,0
"nunggu hampir sejam, diduluin sama pelanggan lain yang dateng setelah kita, kayaknya cuma di cek meja mana yang udah ada pesenannya atau belum ya sistemnya, karna meja kita tergolong di tengah meanwhile pelayannya cuma ngeliatin dari pinggir mana yang belum dapet mie nya",,,negatif,,,,0,0,2,0,0
"pelayanan baik, pesanan dateng lebih cepat dibanding tempat sebelumnya, oke bingitzzzzz â€¦",,,positif,,,,0,0,1,0,0
Favoritnya banget dah jadi tempat andalan dikala tanggal tua gk takut  dompet kering karna worith bgt harganya ramah dikantong. Tempatnya bersih dan nyaman rasanya juga enak banget konsisten gk pernah berubah. Pelayanannya super Baaik dan ramah. Semangatt buat karyawan nya,positif,positif,positif,positif,,,1,1,1,1,0
"pelayanannya sangat ramah,makanannya enak bngt the best",positif,,positif,,,,1,0,1,0,0
"Suasana baru dan tempatnya lebih strategis daripada lokasi sebelumnya, untuk rasa makanan dan pelayanan masih sama, oke",netral,,netral,positif,,,3,0,3,1,0
Udang kejunx uenakk pooolll....,positif,,,,,,1,0,0,0,0
"Maaf ini chef, masakan anda kurang enak chef, gak kayak mie gacoan pada umumnya, gak kayak rasa mie gacoan ditempat lain, kalau tidak berbenah customer bisa pergi semua lo chef, ini jujur. Terimakasih",negatif,,,,,,2,0,0,0,0
"Pertama kali dateng ksini,makanannya enak, harga worth it ,dan banyak variannya.
Sukses dn tambah rame ya mie gacoan..",positif,positif,,,,,1,1,0,0,0
"Cocok budget mahasiswa dan remaja remaja ðŸ˜ nyaman juga tempatnya, worth buat ngobrol ngorbol santaii sama temenðŸ˜‹â˜ðŸ» â€¦",,positif,,positif,,,0,1,0,1,0
"Pelayanannya ramah,tempatnya sangat luas makanannya enak",positif,,positif,positif,,,1,0,1,1,0
"pelayanan nya cepat, tmpt nya lebih bersih,lebih besar  dan lebih nyaman",,,positif,positif,,,0,0,1,1,0
"Pelayanan lumanyan cepat.

Rasa mienya sama dengan cabang lain. â€¦",netral,,positif,,,,3,0,1,0,0
"Tempat barunya baguss luass, tapi sedikit panass tapi ndapapa,ndak lama antre kaya ditempat sebelum nya tetap pertahankan dan tingkat kan sajaa sukses selalu",,,positif,netral,,,0,0,1,3,0
"servicee nyaa cepett, makanannya jg cepett worth it dahh",,,positif,,,,0,0,1,0,0
"suka pelayan dan makanannya sangat terjangkau, kak teguh baikðŸ¥° â€¦",,positif,positif,,,,0,1,1,0,0
"Makanannya enak, pelayanan ramah pokoknya thebest",positif,,positif,,,,1,0,1,0,0
"mantap, tp saran aja ditambah meja besar biar yang mau makan beramai-ramai ngga kepisah jd ga seru xixi",,,,negatif,,,0,0,0,2,0
Semua layanan baik dan sopan dan makanannya enak dan bikin nagih next time mampir lagi,positif,,positif,,,,1,0,1,0,0
Sumpah tempat seluas ini pelayanan lama pol kayak gak siap buka. Minimal kalo kerja di food & beverage bisa meminimalisir dong kan ini berhubungan dengan kebutuhan makanan (lapar). Tolong diperbaiki ya Manajar,,,negatif,positif,,,0,0,2,1,0
"enakkk bgttt langganan mie gacoannn sma temen temennn, tempat luas dan bersih bikin nyamann",positif,,,positif,,,1,0,0,1,0
Bagus pelayanannya cepat banget,,,positif,,,,0,0,1,0,0
"Kamis 1 mei 2025 pukul 18.00...
Pelayanan cepat.. responsif..
Ada kesalahan pesanan langsung diganti baru.. sangat bagus pelayanannya... Mantap..",,,positif,,,,0,0,1,0,0
"bayangin makanan minuman udh enak, tp soundnya terlalu kenceng, tutorial budeg in kuping silakan kesini. another side, coba senyum waktu melayani customer ya. kalo capek ya namanya kerja masa ga capek wkwkwkwkwk.",positif,,negatif,negatif,,,1,0,2,2,0
"Parkirannn luasss gaperlu lagi sempit""an buat parkirâ™¥ï¸",,,,positif,,,0,0,0,1,0
"Tempatnya enak..lebih luas dari sebelumnya, gk perlu antri panjang tinggal scan barcode aja",,,,positif,,,0,0,0,1,0
"Tempat bersih, pelayanannya cepat",,,positif,positif,,,0,0,1,1,0
"Pelayanannya gercep bngtt mantapp poll, suasananya nyaman",,,positif,positif,,,0,0,1,1,0
mantap pelayan nya cakep cakep,,,positif,,,,0,0,1,0,0
Saya pikir pindah tempat bakalan tambah enak ternyata ribet seharusnya ada penjelasan kalo pesen lewat scan barkot soale bru prtama kesana ke tempat yg baru terus gk tau kalo pakek scan alhasil dari jam 2 smpek habis magrib baru bisa makan â€¦,,,negatif,negatif,,,0,0,2,2,0
Pelayanannya sat set cepat sekali,,,positif,,,,0,0,1,0,0
Alhamdulillah. Ternyata makan di gacoan PB Sudirman GPL gapake lama ...... Puas .mbak nya juga ramah looh,,,positif,,,,0,0,1,0,0
"pelayanannya lama! 10 antrean setelah saya langsung diantar pesanannya, sedangkan saya 1,5 jam baru diantar dan itupun harus konfirmasi sampai 2x dan konfirmasi ke 2 itupun sambil ditunggu! tolong diperbaiki pelayanannya!",,,negatif,,,,0,0,2,0,0
"tempat yang sekarang lebih luas apalagi parkirannya, sudah tidak desak-desakan seperti sebelumnya. antriannya juga tidak mengular dan pelayanan lebih cepat",,,positif,positif,,,0,0,1,1,0
"Varian mi gacoan sekarang berubah rasa manisnya tidak terasa asinnya lebih kuat n warna pucat tdk menarik, apa ganti merk kecap ya?",negatif,,,,,,2,0,0,0,0
Semakin luas dan meja untuk dua orangnya juga semakin banyak.,,,,positif,,,0,0,0,1,0
Tempatnya enak luas,,,,positif,,,0,0,0,1,0
pelayanan nya sangat ramah sekali,,,positif,,,,0,0,1,0,0
"Makanan nya enak, layanan bagus dan ramah, suasananya rame",positif,,positif,positif,,,1,0,1,1,0
"pelayanannya sangat baik,harga sesuai kantong,tempat nya nyaman dan bagussssðŸ¤— â€¦",,positif,positif,positif,,,0,1,1,1,0
"Tempat nya enak, sih, luas. Jadi, walaupun rame suasananya tetap nggak kerasa pengap nya",,,,positif,,,0,0,0,1,0
"Gacoan jember harus berbenah saya suka dengan mie nya tapi tidak dengan pelayananya, kapan pelayananya bisa cepat kayak wizzmie harusnya tempat yang baru dan lebih luas pelayanan nya bisa lebih cepat bukan lebih lama dari toko yg sebelumnya â€¦",positif,,negatif,negatif,,,1,0,2,2,0
"2 kali pesen di ojol, pesanan di tolak oleh pihak gacoan. Pdhl udh nunggu di proses sekitar 45 menit, malah di tolak. Gmn sih?!",,,negatif,,,,0,0,2,0,0
"pelayanannya ramah dan dan lebih cepat dari sebelumnya, sistem barcode sangat membantu tempatnya bersih dan luas bikin tambah nyaman.",,,positif,positif,,,0,0,1,1,0
"REK REK REK REKKK  JEMBERANNNNNNNNNN WAJIBB KE SINI
MURAHHHHH IYAA
ENAK IYAAAA â€¦",,positif,,,,,0,1,0,0,0
yg kasih rating 5 pegawainya sendiri ya ? emg boleh se buzzer itu ? padahal mie basi dan pelayanan lemot. banyak loh driver shopeefood sama grabfood yg marah2 di outlet wkwkwkwkwkwk,negatif,,negatif,,,,2,0,2,0,0
"Keren!
Darisegi tempat,pelayanan,semuanya ramah..intinya topoðŸ«¡â¤ï¸ â€¦",,,positif,positif,,,0,0,1,1,0
"layanannya cepat, tempatnya juga bersih sama ada photoboxnya kerenn sii",,,positif,positif,,,0,0,1,1,0
Tempat lebih fresh dan enak buat dine in,,,,positif,,,0,0,0,1,0
yang gasuka gacoan majuuuuuuuuuu siniiiii gacoannn bestttttttttttttttt banget banget bangetttt,,,,,positif,,0,0,0,0,1
SUMPAH SUMPAH SUMPAH GACOAN INI DAR DER DORBANGETTT SIH TEMPATNYA HARGANYA PELAYANANNYA SEMUANYAAAAAAAA KEKKK KOKKK BISAAAA SI MIE SEENAK INIII UDANG KEJU SELUMER INI SUKAAAAAAAAAAA BANGETTTTTTTTTTTTTT LUVVVVVV,positif,positif,positif,positif,,,1,1,1,1,0
"gapernah kecewa kalo soal gacoan, apalagi gacoan yang di PB Sudirman Jember baahhh manteepp pwoll. trus pelayanan nya juga cepet dan mas mba nya juga ramah. bintang 5 pokoknyaa",,,positif,positif,,,0,0,1,1,0
"Meski gak kenal ke foundernya gacoan, saya acungi jempol karena bisa bikin mie pedas dengan omset triliunan ðŸ‘Š â€¦",positif,,,,,,1,0,0,0,0
Pelayanan super lemot. Beda dg gacoan di kota2 lain meskipun rame tapi gak selama di sini nunggunya. Terparah nunggu 1 jam lebih belum datang2 pesanannya,,,negatif,,,,0,0,2,0,0
"Yang saya beri bintang 1 pelayanane lamoseeeee sekali
Datang jam 10 pulang jam 2 â€¦",,,negatif,,,,0,0,2,0,0
"First time nyobain kesini ..
Mie nya enak..
Selalu rame. â€¦",positif,,,netral,,,1,0,0,3,0
"untuk pelayanan sangat ramah baik juga selalu tersenyum
tempat nya bagus dan nyaman  dan karyawan nya   ramah cantik"" dan ganteng"" , pelayanan sangat baguss",,,positif,positif,,,0,0,1,1,0
"gacoan versi jumbo sih katakuu parkiran luas, area dalam luas+ bersih juga antrian ga kayak semut dan lebih bisa napas dengan legaa",netral,,positif,positif,,,3,0,1,1,0
"Rekomendasi kesini malem sih , lumayan sepi",,,,,positif,,0,0,0,0,1
Pindah tempat yg lebih luas lagiiiiiii mantappp ðŸ˜ â€¦,,,,positif,,,0,0,0,1,0
Pelayanan bagus makanannya enak banget approved,positif,,positif,,,,1,0,1,0,0
"huhuuuu enak bngttt mienya, konsisten gak pernah berubah, pelayanannya ramah bangett",positif,,positif,,,,1,0,1,0,0
pelayanan sangat cepat karyawan sangat ramah,,,positif,,,,0,0,1,0,0
Makanan mie gacoan sangat enak sekali,positif,,,,,,1,0,0,0,0
"Gacoan, tolong cek aplikasi driver yang dapet orderan. Jangan sampai kejadian kaya dulu keulang lagi, cuma modal ss an bisa ambil order",,,negatif,,,,0,0,2,0,0
"Buat karayawan yg nama nina yg biasanya didepan, semangat kerjanya. Meski kurus cakep km mbak ðŸ˜ðŸ˜ â€¦",,,,,positif,,0,0,0,0,1
ramee tapi tetepp mantepp makanann nyaaa best bangett dehh ðŸ˜»ðŸ˜»ðŸ˜» â€¦,positif,,,,,,1,0,0,0,0
"dari pesen nunggu sejam tibaâ€ di batalin. kmren beli langsung, udah efforts antri lama, KALAH SAMA YG PUNYA KENALAN DI GACOAN, DI PESENIN LEWAT PEGAWAINYA. kasian yg antri lama sii",,,negatif,,,,0,0,2,0,0
"Bagus bersih pelayanan nya bagus, cuman agak keganggu sama pengunjung yg lagi ngrokok",,,positif,negatif,,,0,0,1,2,0
"nyaman, tapi tatakan ny bagian bawah berminyak, klo bisa setiap di selsai bisa di bersihkan minyaknya",,,,negatif,,,0,0,0,2,0
"Sangat istimewa, disini sangat teratur tempatnya dari pada yg sebelumnya dan lebih banyak plusnya wess",,,,positif,,,0,0,0,1,0
Pelayanan semakin terarah teratur dan bersih,,,positif,positif,,,0,0,1,1,0
Mienya tambah enak dan pedesnya sesuai yg dipesen gak kecewa pokok beli disisni,positif,,,,,,1,0,0,0,0
Pelayanan bagus cepet meskipun sangat rame,,,positif,,,,0,0,1,0,0
"Mie nya enak gak enek, pedesnya nampol dan saya suka bgt sama udang kejunya",positif,,,,,,1,0,0,0,0
"Tempat Luas Memadai gak Makin Fast Moving pelayanan malah makin kesini.Makin kesana.... Coba Cek Kota2 Lain apa selama di Jember. online Menunggu sampee 1,5 Jam Dine in sd 2 jam ini Mau makan.... apa mau bercanda????",,,negatif,positif,,,0,0,2,1,0
"Pelayanan ramah baik hati, kualitas oke the best pokoknya",positif,,positif,,,,1,0,1,0,0
"Rekomen banget, buat yang mau ajak keluarga juga boleh
Kakak kakak yang ngelayani juga ramah ramah, semoga terus jaya gacoan",,,positif,positif,,,0,0,1,1,0
"makannya enak,rasanya konsisten dan pelayanan sangat ramah",positif,,positif,,,,1,0,1,0,0
Tempat nya luas dan bagus suasananya,,,,positif,,,0,0,0,1,0
"ubur - ubur ikan lele
ke gacoan Lee ðŸ‘… â€¦",,,,,netral,,0,0,0,0,3
"makanannya enak poll, kalian kudu cobain gess",positif,,,,,,1,0,0,0,0
Pelayanannya cukup ramah dan baik,,,positif,,,,0,0,1,0,0
enakkk pelayanan ramahhhhhðŸ˜ðŸ˜ðŸ˜ â€¦,,,positif,,,,0,0,1,0,0
tempat nya nyaman dan pelayanan di gacoan sangat ramah dan makan cepet dateng nya makanan dan minumann nya enak banget,positif,,positif,positif,,,1,0,1,1,0
"rasanya enakkk, tekstur mienya pas bangett, pokoknya rekomendasi. pelayanannya juga cepat",positif,,positif,,,,1,0,1,0,0
"Tempatnya nyaman, mie nya enak wort it banget untuk kaum pelajar.",positif,positif,,positif,,,1,1,0,1,0
"tempatnya nyaman, dan makanannya juga enak worth it deh pokonyaðŸ¤©ðŸ‘ðŸ»ðŸ‘ðŸ» â€¦",positif,,,positif,,,1,0,0,1,0
Pelayanannya cepat dan rasa makanannya tetap mulai dari dulu sampe sekarang,netral,,positif,,,,3,0,1,0,0
"Kualitas mie nya konsisten,pelayanan sangat ramah apalagi mba mba CS nyaaa,sukakkk bngttt loppp daaahh",positif,,positif,,,,1,0,1,0,0
"Kualitasnya gak pernah berubah,sangat konsisten. Apalagi pelayanannya the bessttt",positif,,positif,,,,1,0,1,0,0
pelayanannya sangat ramah sekalii suasananya jugak nyaman,,,positif,positif,,,0,0,1,1,0
"Lebih enak tempat yang baru, antri gak terlalu antri the best poul",,,,positif,,,0,0,0,1,0
recomen nih mie pedes nya ttep sama mau di kota mna jugaaaã€‚,positif,,,,,,1,0,0,0,0
"cocok banget makan gacoan hujan"" pelayanan sangat memuaskan ramah dan cepat",netral,,positif,,,,3,0,1,0,0
"Tempatnya bersih,pelayanannya cepat",,,positif,positif,,,0,0,1,1,0
"makanannya enak""",positif,,,,,,1,0,0,0,0
"pelayanannya sangat ramah, mie nya enakkk. Worth it to buy sihhðŸ’“ðŸ’“ðŸ’“ðŸ’“ðŸ’“ â€¦",positif,positif,positif,,,,1,1,1,0,0
"Enak banget, pelayanannya cepet",positif,,positif,,,,1,0,1,0,0
mie gacoan baru di jalan pb.sudirman ini rasanya gak berubah tetep ena dan pedesnya nampol. minus disini panas.,positif,,,negatif,,,1,0,0,2,0
GONG BNGTTT SII GACOAN JEMBER BESTTTT BANGET TER DEBESAS TER BADAS ADUHAI BANGWTTTT LUVVV CINTA BANGET SAMA GACOAN â¤ï¸ðŸ¥°â¤ï¸ðŸ¥°ðŸ˜˜ðŸ˜ðŸ¥³ðŸ¥³ðŸ¤©ðŸ˜ðŸ¥°ðŸ˜˜ðŸ˜šðŸ˜™ â€¦,,,,,positif,,0,0,0,0,1
"Enak banget, recomanded",,,,,positif,,0,0,0,0,1
"Lama tidak kesini, kapan hari kesini pelayanan oke
Staf nya ramah saat di mintai tolong
Sippp",,,positif,,,,0,0,1,0,0
"sukakkkk bangetttttt, makannya enak pelayanannya cepatt dan ramah poll",positif,,positif,,,,1,0,1,0,0
Pelayanan semakin cepat tanpa antrilama,,,positif,,,,0,0,1,0,0
"Selalu memuaskan,pelayanan baikðŸ˜ â€¦",,,positif,,,,0,0,1,0,0
"Pelayanan cepat, makanan enak, pelayan ramah, tempat sangat luas",positif,,positif,positif,,,1,0,1,1,0
"Harga murah, pelayanan cepat, bersih dan suasana nyaman
Selalu ramai yg menandakan, bahwa Me Gacoan sangat digemari",,positif,positif,positif,,,0,1,1,1,0
"Enak, luas, cepet cuma sayang nggak ada wifinya sedangkan pesennya pake barcode",,,netral,positif,,,0,0,3,1,0
"Makanannya lebih cepet sekarang, ga antri panjang panjang.. suka sma sistem yg baru.. sip ðŸ‘ â€¦",,,positif,,,,0,0,1,0,0
mie nya enkkkk polll,positif,,,,,,1,0,0,0,0
Rasanya enak worth it banget buat anak kost pelayanan nya juga ramah,positif,positif,positif,,,,1,1,1,0,0
"pelayanannya sangat baik, membantu orang yang kesusahan saat memesan",,,positif,,,,0,0,1,0,0
"Makanannya enakâ€, setiap hari selalu pengen kesini, mantapðŸ¤© â€¦",positif,,,,,,1,0,0,0,0
"Rasa mienya enggak pernah gagal pokoknya
Walau nunggunya agak lama tpi its okay i'm happy",netral,,negatif,,,,3,0,2,0,0
udang kejunya favvv bangetttðŸ˜­ðŸ«°ðŸ»ðŸ’• â€¦,positif,,,,,,1,0,0,0,0
pelayanan ramah da penyajian cepat,,,positif,,,,0,0,1,0,0
Tempatnya nyaman dan lebih luas,,,,positif,,,0,0,0,1,0
Tempatnya luas lebih nyaman buat makan d tempat rame rame.,,,,positif,,,0,0,0,1,0
"Pesanan mie nya lama banget, sangat tidak profesional dalam melayani customer",,,negatif,,,,0,0,2,0,0
"Tempatnya bersih, pelayanan oke banget, reccomendðŸ‘ðŸ¼ðŸ‘ðŸ¼ðŸ‘ðŸ¼ â€¦",,,positif,positif,,,0,0,1,1,0
"Makanan enak dan terjangkau, suasana nya hangat, dan sangat cocok untuk makan bersama, sukses selalu mie gacoan",positif,positif,,positif,,,1,1,0,1,0
"Pelayanan ramah, makanan juga tergolong murah dan affordable",,positif,positif,,,,0,1,1,0,0
makanannya enak dan memuaskan pelayanan nya okeei bngtt,positif,,positif,,,,1,0,1,0,0
"layanan sangat baik, tempat luas, dan mbak iklimatul sangat ramahh karena sudah membantu",,,positif,netral,,,0,0,1,3,0
"Pelayanan cepet, makanan juga cpet dateng mantapp deh pokoknyaa",,,positif,,,,0,0,1,0,0
tempatnya enak dan bersih pelayanannya juga cepat.,,,positif,positif,,,0,0,1,1,0
"Maaf ya pelayanannya lama ternyata Mbak"" nya malah sibuk live tiktok pas kerja kebetulan muncul di fyp sayaðŸ™ˆ â€¦",,,negatif,,,,0,0,2,0,0
"rasanya enak banget, bikin nagihhðŸ¤¤ðŸ¤¤ ga bosen klo ke gacoan jember â€¦",positif,,,,,,1,0,0,0,0
"Pelayanan ramah , tempat nyaman dan luas mantap",,,positif,positif,,,0,0,1,1,0
"mic nya selalu mati bikin nunggu lama, tolong diperbaiki atau ganti yang baru jgn pake speaker mungil ga kedengeran",,,,negatif,,,0,0,0,2,0
layanan nya ramahh bangttt apalagii kaa teguhh best bangtt dahhh,,,positif,,,,0,0,1,0,0
tempatnya makin bagus dan nyaman,,,,positif,,,0,0,0,1,0
Gacoan mah gausah di tanya kalo soal rasa ðŸ¤© pelayanan terbaik cepat dan selalu bersih ðŸ¤© â€¦,positif,,positif,positif,,,1,0,1,1,0
"Pelayanannya ramah baik dan murah senyum.
Mantapp",,,positif,,,,0,0,1,0,0
"sangatt enakkkk, jadi pengen setiap hari makan gacoan",positif,,,,,,1,0,0,0,0
mantap tempatnya luas makanannya enakk,positif,,,positif,,,1,0,0,1,0
"Tempatnya lebih luas, tingkat kematangan mienya juga pas all good ðŸ‘ â€¦",positif,,,positif,,,1,0,0,1,0
pelayanan cepatt harga terjangkauuu dan yang pasti enakkk bangett,positif,positif,positif,,,,1,1,1,0,0
"saya sudah menunggu hampir 2 jam makanan belum datang, jika kiranya ordernya sudah overload sebaiknya close order aja ðŸ˜¢ðŸ˜¢ â€¦",,,negatif,,,,0,0,2,0,0
"Pelayanan ramah dan pemesanan sekarang lebih efisien, tidak perlu antri lagi, mantap deh",,,positif,,,,0,0,1,0,0
suasanya lebih menarik dan nyaman,,,,positif,,,0,0,0,1,0
"24 jam,cari makanan waktu lapar gak susah,tinggal jalan kaki",,,positif,positif,,,0,0,1,1,0
Mantap enak banget,,,,,positif,,0,0,0,0,1
"kasih tulisan yg mau makan ditempat sama dibungkus, udah antri makan ditempat malah disuruh pindah antrian",,,negatif,,,,0,0,2,0,0
"mienya enak dan nagih, suasananya sejuk dan nyaman",positif,,,positif,,,1,0,0,1,0
"Sumpa luamaa poll , harus antri berkali kali demi makan mi dan harus nunggu 2jam baru mi datang..pelayanannya lama polllll",,,negatif,,,,0,0,2,0,0
pelayanan nya bagus dan tempatnya keluarga able bangetðŸ˜ â€¦,,,positif,positif,,,0,0,1,1,0
"Enak, bagus, murah, layanan ramah
Coba Adain diskon dan promo lebih banyak yaaa",,positif,positif,,,,0,1,1,0,0
"thee best sihhh, tempatna luas, pelayanan ramah bnget",,,positif,positif,,,0,0,1,1,0
tempat nya lebih luas yang sekrang,,,,positif,,,0,0,0,1,0
makanan ny enak dn pelayanan ny jugaa,positif,,positif,,,,1,0,1,0,0
"sangattt worth it sekaliiii dari tempat,makanan,dan pelayanan nya sangat ramah",positif,,positif,positif,,,1,0,1,1,0
Pelayanan cepat dan ramah,,,positif,,,,0,0,1,0,0
tempat nya bersih dan nyaman loh,,,,positif,,,0,0,0,1,0
Pesanan gak sesuai request. Seharusnya kalau ada note itu ya disesuaikan pesenannya,,,negatif,,,,0,0,2,0,0
"makanannya enak, tempatnya bersih",positif,,,positif,,,1,0,0,1,0
"Untuk saya pribadi, sering ke gacoan, karena untuk pelayanannya ramah ramah, dan untuk menu menu nya jamin nyaman dan murah",positif,positif,positif,,,,1,1,1,0,0
"Tempatnya lebih luas daripada secelumnya lebih nyaman pelayanannya, dan stafnya ramah",,,positif,positif,,,0,0,1,1,0
"Sangat sangat enak, pedasnya masih bisa di terima di lidah, pokok nya love deh",positif,,,,,,1,0,0,0,0
"karyawan sangat ramah cantik, dan sangat baik, pelayanan sangat bagus dan cepat",,,positif,,,,0,0,1,0,0
"Pelayanannya ramah banget, makanannya enak2, terus fasilitasnya ok bangetðŸ‘ðŸ‘ â€¦",positif,,positif,positif,,,1,0,1,1,0
"makanannya enak, pelayanannya ter-arah dan teratur. fasilitas lengkap, parkiran luas.",positif,,positif,positif,,,1,0,1,1,0
"gacoan sekarang ribet banget yaa, ga kaya dulu jadi males deh mau kegacoan lagi, karyawan di kasir juga becanda becanda lagi, ga stanby sampe bingung saya, masa ilang ilangan",,,negatif,,,,0,0,2,0,0
