text,sent_makanan,sent_harga,sent_layanan,sent_lingkungan,sent_umum,,numerik_makanan,numerik_harga,numerik_layanan,numerik_lingkungan,numerik_umum
"tempatnya skarang lebih luas,dan tidak perlu antri ke kasir jika ingin memesan. juga harga yang terjangkau cocok untuk semua kalangan",,positif,netral,positif,,,0,1,3,1,0
"pelayanan cepat, makanan enak, tempat nyaman. kalo siang agak panas heheðŸ™ â€¦",positif,,positif,negatif,,,1,0,1,2,0
Pelayanan ramah. Suasana enak. Lebih luas. Tempat duduk lebih banyak. Pemesanan juga lebih praktis dengan ada nya scan barcode. Jd gk perlu nunggu berdiri terlalu lama.,,,positif,positif,,,0,0,1,1,0
"Kasir depan bagian order ""dine in"" agak judess.
Semoga kedepannya lebih ramah lagi ðŸ™ â€¦",,,negatif,,,,0,0,2,0,0
"setiap messen mie gacoan mesti kurang bumbunya sam kecapanya, sehingga warna putih klo di makan jadi kurang sedep",negatif,,,,,,2,0,0,0,0
"Mie nya enakkk banget, udang keju the best banget,
pelayanan juga ramahÂ² asik,",positif,,positif,,,,1,0,1,0,0
"pelayanan bagus lebih cepat lg,mungkin tempat duduk diperbanyak lagi,rasa juga enak",positif,,positif,negatif,,,1,0,1,2,0
"Pelayanannya bagus banget, ramahÂ² bangett suka SM gacoan yang sekarang",,,positif,,,,0,0,1,0,0
"Becek ges, mirip suasana restoran dekat rawa. Pemandangan cukup bagus kyak air terjun. Ada kolam kecil juga. Worth it untuk orang jebbhe.",,,,negatif,,,0,0,0,2,0
"Tempatnya kurang luas, pelayanannya kurang cepat, rasanya kurang konsisten",negatif,,negatif,negatif,,,2,0,2,2,0
"tempat makan paling fav bareng temen"", enak pwol mieee nyaaa, apalagi udang keju nya.. recommend pwoll",positif,,,negatif,,,1,0,0,2,0
Yg kurang dst oknum tukang parkir mobil (orgnya agak kurus)....nariknyaa g sesuai dengan tarif parkirnya ..tolong yaa di tegur,,negatif,,,,,0,2,0,0,0
"Mie yang hambar tanpa rasa dipadukan dengan cabe yang pahit. Bukan sekali, dua, atau tiga kali. Nyoba di Jember beberapa kali selalu zonk dengan detail rasa & level pedasnya ga konsisten, begitu pula di Surabaya, sama. Ini order di go-food â€¦",negatif,,,,,,2,0,0,0,0
"Rasanya konsisten tetep enak, pelayanan juga cepet",positif,,positif,,,,1,0,1,0,0
Pelayanannya ramah bgt,,,positif,,,,0,0,1,0,0
"pertama kali ke gacoan di tempat yg baru cuma menang parkir aja luas, malah makin lama aja pelayanannya.
buat mbak mbak yg manggil orderan Take away pliss dehh tempat serame itu ganti â€¦",,,negatif,netral,,,0,0,2,3,0
"Pelayaannya sangat tidak memuaskan dan burk bgt â€¦.makan di tempat nunggu smpek hmpir 2 jam gak datengâ€ , sekalinya datang malah pnya orang yg baru duduk ðŸ˜ŸðŸ˜ŸðŸ˜Ÿ â€¦",,,negatif,,,,0,0,2,0,0
"Rasa makanannya konsisten enak, pelayannya baik dan ramah. Topp deh pokonyaðŸ¤™ â€¦",positif,,positif,,,,1,0,1,0,0
"sangat sangat enak,pedesnya masih bisa di terima di lidah",positif,,,,,,1,0,0,0,0
"Memeang mie gacoan jempolan, porsi banyak harga murah, rasa enak, komplit...

Es genderuwonya mantab... Anekabuah & jelly â€¦",positif,positif,,,,,1,1,0,0,0
"pelayanan nya bagus, makanan nya off course enak bgt",positif,,positif,,,,1,0,1,0,0
"pelayanan ramah sekalii, mie nya enak polðŸ¤— â€¦",positif,,positif,,,,1,0,1,0,0
"selalu puas dengan pelayanan nya dan rasanya. tempat sangat terjaga sehingga bersih. karyawan juga cepat tanggap jika ada meja yang sudah ditinggal kan oleh customer dengan sigap langsung dibersihkan, sehingga mudah untuk customer yang baru â€¦",positif,,positif,positif,,,1,0,1,1,0
Pelayanan nya cepat dan makanan enak,positif,,positif,,,,1,0,1,0,0
Pelayanan estetik bakal seringÂ² kegacoan nih tempatnya nyaman buat kumpulÂ²,,,positif,positif,,,0,0,1,1,0
"pelayanan nya jellek jutekk banget pelayanan nya tidak mendengarkan customer mbak"" nya",,,negatif,,,,0,0,2,0,0
"Ntah knp gacoan biasanya mie nya enak pas di lidah, tp hari ini 20 juni 2025 mienya kenyal banget gk kayak biasanya terus bumbunya kayak beda aja gitu",negatif,,,,,,2,0,0,0,0
"Harga murah tapi gak murahan, karna selain harga terjangkau, rasanya no kaleng2..
Pelayanannya jg baguuuss.. â€¦",positif,positif,positif,,,,1,1,1,0,0
"Lokasi Keren lah  bisa ngimbangi kota besar..
mgkin kcpatan playanan lbh ditingkatin..",,,negatif,positif,,,0,0,2,1,0
"rame poll, tapi penyajian nya cepet, harga bersahabat",,positif,positif,netral,,,0,1,1,3,0
Pelayanan nya ramah,,,positif,,,,0,0,1,0,0
"Pelayanan, makanannya selalu oke
Tetep dijaga kwalitasnya yaa",netral,,netral,,,,3,0,3,0,0
"salah satu tempat nyaman buat nongkrong sama teman, karena harganya terjangkau",,positif,,positif,,,0,1,0,1,0
"Sistem layanan oke,jenis minuman bervariasi dan enak enak",positif,,netral,,,,1,0,3,0,0
"tencuu palingg suka sama ujang kedu nyaaa bestttt, pelayan nya ramah ramah bangettttt tengss gacoaann",positif,,positif,,,,1,0,1,0,0
"Pelayannya ramah, saya bawa dedeg kecil di sediakan tempat duduk juga buat si kecil, makanannya enakÂ² terutama mie suitnya yg cocok dilidah anak saya",positif,,positif,netral,,,1,0,1,3,0
"Cocok budget mahasiswa dan remaja remaja ðŸ˜ nyaman juga tempatnya, worth buat ngobrol ngorbol santaii sama temenðŸ˜‹â˜ðŸ» â€¦",,positif,,positif,,,0,1,0,1,0
"makanan enak,es tehnya manis,pelayanan ramah,cepat",positif,,positif,,,,1,0,1,0,0
"Gilaakkk luammaaaa bangett untuk pelayanan take awaynyaa, mbak2 yg packing gercep dikit dong, masih sempet minta fotoin, padahal antriann banyak banget, nunggu sampe sejam lebihhhhh cuma untuk mie, hadeehh, yg gak betah nunggu dan antri sih ini nooo bangetttt",,,negatif,,,,0,0,2,0,0
"Mantap mie nya,pelayanan nya juga bagus.minumannya juga enak.

Mantap pokok..ðŸ‘ðŸ‘ â€¦",positif,,positif,,,,1,0,1,0,0
"Suasananya oke, tempat makannya luas, sistemnya juga udah canggih dan modern",,,,positif,,,0,0,0,1,0
"Parkirannya penuh banget. Antrian untuk pesan makanan juga penuh buanget. Untung pelayanan antrian untuk pemesanan cepet banget. Untuk rasa makanan sendiri cukup enak, cuma penyajiannya berantakan sekali, minyak mienya dimana mana, bawang â€¦",positif,,negatif,,,,1,0,2,0,0
"Tempatnya sekarang makin luas dan rasa mie tetep ga pernah berubah ðŸ˜ðŸ˜ðŸ˜ðŸ˜,
Gacoan memangðŸ‘Œ â€¦",netral,,,positif,,,3,0,0,1,0
"gacoan di jember seru banget, pelayanannya juga ramah, tempatnya rame dan asyik, pokok wajib cobain deh makan disini",,,positif,positif,,,0,0,1,1,0
"luvv bgt sma pelayanan kak teguhh, gercepp dan ramah bangetttttðŸ«¶ â€¦",,,positif,,,,0,0,1,0,0
"makanannya enak, pelayanannya ter-arah dan teratur. fasilitas lengkap, parkiran luas.",positif,,positif,positif,,,1,0,1,1,0
"Tempatnya lumayan bersih, tp sangat pengap (tempat tunggu), menunya enak-enak, pelayanan lumayan.",positif,,netral,negatif,,,1,0,3,2,0
"Tempat yg sangat rekomend bangett, bersih, pelayanan juga ramah, makanan yg di hidangkan sangat enak, udang kejunya the best dahhðŸ˜ apa lagi sekarang sudah buka 24 jam jadi ga khawatir kalau ngidam mie gacoan tengah malem langsung gasss ðŸ˜…ðŸ˜… â€¦",positif,,positif,positif,,,1,0,1,1,0
Sumpahhhh pelayanannya luuuaammaaa banget sampek nunggu 1 jam 40 menitan cuma nungguin MIE doangggggg..ini sih NO bangettttttt dah...yg awalnya mood jadi bad mood cuma garaÂ² nungguin mie doangggg...anehnya meja sebelah saya yang baru datang â€¦,,,negatif,,,,0,0,2,0,0
Makanya enak poll semua dari mie somay udang keju porsinya juga pas bgt di perut huhu,positif,,,,,,1,0,0,0,0
"tempatnya lebih luas, praktis, pelayanannya mantap",,,positif,positif,,,0,0,1,1,0
pesennya g4 tapi realitanya g3 trus ada stempel sesua dg nota lagiiiiâ€¦emangnya ga si cek yaaa,,,negatif,,,,0,0,2,0,0
"Makanannya enak-enak sih, tapi ngantrinya gila lama banget. Pelayanan perlu diperbaiki. Ngantri kasir, rame. Kadang kasir ada 2 tapi yang layani cuma 1, antrian sampe nguler ke jalan. Kadang ngantri meja juga buat dine in, buset dah. Nunggu â€¦",positif,,negatif,,,,1,0,2,0,0
Pelayanannya cepat dan menunya sangat bervarian. Pelayanannya juga ramah-ramah.,netral,,positif,,,,3,0,1,0,0
"Makanannya oke, harga murah. Suasanya menyenangkan",netral,positif,,positif,,,3,1,0,1,0
"Pegawainya Baik, ramah. Rasanya juga enak. jangan lupa mampir guysss",positif,,positif,,,,1,0,1,0,0
"Menunya bermacam-macam, enak, harga terjangkau, tempat nyaman, pelayan ramah",positif,positif,positif,positif,,,1,1,1,1,0
"Kemarin saya kesana. Rasa makanannya agak asin, rasa mienya kurang kecap juga.  Mohon diperbaiki ðŸ™ â€¦",negatif,,,,,,2,0,0,0,0
pelayanannya ramah makanannya enakk,positif,,positif,,,,1,0,1,0,0
"problem Take Away :
-on duty manajer selina, seperti tidak bisa mengarahkan kegaduhan customer. jawabannya hanya 'seperti itu kak prosedurnya' gabisa kasi opsi lain. ditanya â€¦",,,negatif,,,,0,0,2,0,0
"Lebih luas dan nyaman untuk menikmati hidangan, langganan gacoan buat nambah mood, udang keju, green tai tea dan teh tarik ðŸ”¥
Tapi udah gak keliatan bapak parkir yang biasanya bisa diajak gurau. â€¦",netral,,,positif,,,3,0,0,1,0
"Tempatnya enak..lebih luas dari sebelumnya, gk perlu antri panjang tinggal scan barcode aja",,,,positif,,,0,0,0,1,0
"minnya sumpahh enak bangett, oelayanannya baguss bangett, kebersihan terjagaaâ¤ï¸â¤ï¸â¤ï¸",positif,,positif,positif,,,1,0,1,1,0
"Mantap emang, cocok kalo sarapan di sini wkwkwkw sambil main uno",,,,positif,,,0,0,0,1,0
aga panas tempat saya duduk kurang kena kipas hehehe,,,,negatif,,,0,0,0,2,0
"Wagila sih pesen mie level 8 minumanya dateng 40menit kemudian.
Ternyata belum di buatin, tolong kalau gak sanggup fokus kerja malem mending gak usah buka malem",,,negatif,,,,0,0,2,0,0
"Suasana baru dan tempatnya lebih strategis daripada lokasi sebelumnya, untuk rasa makanan dan pelayanan masih sama, oke",netral,,netral,positif,,,3,0,3,1,0
Udang kejunx uenakk pooolll....,positif,,,,,,1,0,0,0,0
"Bagus,nyaman adem puass bgt pelayanannya",,,positif,positif,,,0,0,1,1,0
Tolong untuk pelayanan di tingkatkan lagi.saya pesan dari tadi lama bget gk keluar2 yang keluar malah minum2 saja..sedangkan yang baru dateng cepet alarm langsung berbunyi.untuk staf klo di tnya pelanggan jgan cuma bilang sabar2 saja krna saya di tmpat sudah lebih dari 30 menit.,,,negatif,,,,0,0,2,0,0
enak dan nyaman,positif,,,positif,,,1,0,0,1,0
"Makanannya enak, langganan klo pulang kerja/ngampus",positif,,,,,,1,0,0,0,0
"Pelayanannya ramah dan tempatnya bagus, pokoknya waw dehðŸ¥° â€¦",,,positif,positif,,,0,0,1,1,0
"mie gacoan lv 8 nagih banget, pedesnya pas ga bikin panas, pelayanannya juga baik dan ramah",positif,,positif,,,,1,0,1,0,0
"servicee nyaa cepett, makanannya jg cepett worth it dahh",,,positif,,,,0,0,1,0,0
"suka pelayan dan makanannya sangat terjangkau, kak teguh baikðŸ¥° â€¦",,positif,positif,,,,0,1,1,0,0
Pelayananannya ramah cepat santap untuk makananðŸ¥° â€¦,,,positif,,,,0,0,1,0,0
"Pelayanan nya cepat apalagi ini udh ada â€œself serviceâ€ nya sndri, jadi memudahkan customer dalam mengambil orderan untuk dine in nya",,,positif,,,,0,0,1,0,0
"Mic nya diganti,,, Masa Pemberitahuan ke costomer Ngga Jelas Gitu,,, Sekelas Gacoan Ganti Mic Pemberitahuan Aja Ngga Kuat,, Payah,,",,,,negatif,,,0,0,0,2,0
"rasanya tidak konsisten, mie terkadang basah terkadang kering.
porsi terkadang banyak, terkadang sedikit.
dan usahakan minuman di antar dahulu, meski tidak bersamaan dengan makanannya.",negatif,,negatif,,,,2,0,2,0,0
Pelayanannya ramah ramah mienya juga datengnya cepet untuk rasanyaa juga pas,positif,,positif,,,,1,0,1,0,0
"kebetulan ke gacoan pas baru buka jadi sepi, kalo udah masuk jam makan siang rame banget antrian lama ehehe",,,,netral,,,0,0,0,3,0
"gacoan jember seru banget, yang kerja juga kerenÂ², asik dan menyenangkan serta pelayanannya mengasyikkan. makanannya enak banget. terima kasih gacoan jemberrðŸ¤©ðŸ¤©ðŸ¤˜ â€¦",positif,,positif,,,,1,0,1,0,0
Tempatnya semakin luas pelayanannya oke bangetâ¤,,,positif,positif,,,0,0,1,1,0
"Selalu enak, pelayanan cepat dan ramah",positif,,positif,,,,1,0,1,0,0
"Mie gacoan jember, rasanya enak sama seperti sejak pertama kali buka, tempat ramai namun pelayanan masih terbilang cepat
good job gacoan ðŸ‘ â€¦",positif,,positif,netral,,,1,0,1,3,0
pegawai menghilangkan struk hingga menunggu lama,,,negatif,,,,0,0,2,0,0
Enakkk poll mantapp.. pokok rekomended bgt dehh  walaupun antri setengah mati tapi tetap oke ðŸ¥°ðŸ˜‹ â€¦,,,negatif,,,,0,0,2,0,0
"Keren!
Darisegi tempat,pelayanan,semuanya ramah..intinya topoðŸ«¡â¤ï¸ â€¦",,,positif,positif,,,0,0,1,1,0
"Pelayanannya sangat baik, makanannya rekomend",positif,,positif,,,,1,0,1,0,0
"udang kejunya favorit, mie nya enak, pantes rame terus+A1443",positif,,,,,,1,0,0,0,0
"Pelayan cepat, teratur dan bersih baik tempat maupun dapur. Sukses slalu Mie Gacoan",,,positif,positif,,,0,0,1,1,0
"makanan favoritnya anak mudaaa. dan gapernah bosenn"" makan digacoan the bestt",positif,,,,,,1,0,0,0,0
SUMPAH SUMPAH SUMPAH GACOAN INI DAR DER DORBANGETTT SIH TEMPATNYA HARGANYA PELAYANANNYA SEMUANYAAAAAAAA KEKKK KOKKK BISAAAA SI MIE SEENAK INIII UDANG KEJU SELUMER INI SUKAAAAAAAAAAA BANGETTTTTTTTTTTTTT LUVVVVVV,positif,positif,positif,positif,,,1,1,1,1,0
"Meski gak kenal ke foundernya gacoan, saya acungi jempol karena bisa bikin mie pedas dengan omset triliunan ðŸ‘Š â€¦",positif,,,,,,1,0,0,0,0
"Makanan nya sangat enakk, juga pelayanan nya baguss",positif,,positif,,,,1,0,1,0,0
Tempat lumayan luas,,,,netral,,,0,0,0,3,0
"Suka pol
Mie pedes paling enak",positif,,,,,,1,0,0,0,0
"Ga pas bgt 22nya kya yg gaada kecapnya, sdh ditambah kecap sndiri msh putih, bumbu juga ga sprti biasanya, ini kering bgt, Usahakan sprti biasa.",negatif,,,,,,2,0,0,0,0
pelayanannya sangat cepat makanannya juga masih hangat sangat tidak mengecewakan,positif,,positif,,,,1,0,1,0,0
"tempatnya nyaman, sudah beberapa kali disini
tapi antreannya cukup lama",,,negatif,positif,,,0,0,2,1,0
"Pelayanannya gercep bngtt mantapp poll, suasananya nyaman",,,positif,positif,,,0,0,1,1,0
"tempattnya baguss, recomend buat makan bareng keluarga dan makanannya pun enakk dann murcee bgtttttt, loveee gacoannn",positif,,,positif,,,1,0,0,1,0
"SAYA TULIS DG HURUF BESAR BIAR SEMUA STAFF DAN MANAGEMENT NYA BISA BACAAAAA!!!!
PELAYANAN BURUK,DAPET KURSI YG MAKSIMAL 2 ORG DAN DISITU SAYA ORG PERTAMA YG DUDUK DI AREA ITU, SETELAH ITU ADA KURANG LEBIH 6 CUSTOMER, MAKANAN NYAMPE GAk â€¦",,,negatif,negatif,,,0,0,2,2,0
"Pelayanan sangat ramah sekali, makanan selalu di hangat ga pernah dingin dan suasana nyaman polll. Hampir tiap hari makan disini soalnya.. Mantulll bgttttt ðŸ‘ â€¦",positif,,positif,positif,,,1,0,1,1,0
"Pelayanan bagus, cepat dan semakin luas tempatnyaa, rasanya jugaa ga berubahh, bestt ðŸ”¥ðŸ¤ðŸ» â€¦",positif,,positif,positif,,,1,0,1,1,0
"Pelayanan buruk sekali. Lagi hamil besar, uda antri panjang, pas mau pesan ternyata kudu ambil no kursi. Sedangkan ketika masuk, aku pelanggan yg ke skip karna karyawan d depan cuma 1. Akhirnya pulang tanpa beli karna uda terlanjur badmood. Tolong d perbaiki",,,negatif,,,,0,0,2,0,0
Kakak kasirnya cantik. Bulu matanya anti baday dan petire,,,netral,,,,0,0,3,0,0
"udah 2 kali ke gacoan outlet baru tapi rasanya ga konsisten bngtttttt. pertama kesana rasanya flat kurang manis, yang kedua rasanya dominan asin bngtt dan rasa manisnya ga ada. aduhh tolong dong rasanya lebih diperhatikan dan diperbaikin â€¦",negatif,,,,,,2,0,0,0,0
tempatnya nyamaannn bgtt jdi sering sering mampir kesini krn harga murah meriah dan rasanya enak.... ga pernah ngecewain pokoknyaðŸ‘ðŸ‘ðŸ‘ â€¦,positif,positif,,positif,,,1,1,0,1,0
"Mintak tolong ya sama kasirnya tolong ya kalok ada yg pesen didengerin baik baik ya saya mesen minumannya satu eh kok malah di kasik 2
Sama saya jugak jadi kasir tapi saya ngederin baik baik terus di ulangin lagi pesanannya customer taku ada yg salah ya ini kejadiannya",,,negatif,,,,0,0,2,0,0
"Sangat memuaskan dan eksotis,bisa memesan tempat untuk orang banyak dan melayani dengan sepenuh hati,pelayanan dan menu sangat bervarian sesuai keinginan",netral,,positif,,,,3,0,1,0,0
"pelayanan kasir sedikit lama
pelayanan crew cepet bageett
pelayanan customer servis ramah bangeett",,,positif,,,,0,0,1,0,0
"Mie nya brubah bngt rasanyaa, kek gada kecapnya di mie nyaa
Thai tea yang biasanya saya pesan enak, malah sekarang jadi kaya basi rasanya,
Udang rambutannya brubah bngtttttðŸ˜­ â€¦",negatif,,,,,,2,0,0,0,0
"First time nyobain kesini ..
Mie nya enak..
Selalu rame. â€¦",positif,,,,,,1,0,0,0,0
"huhuuuu enak bngttt mienya, konsisten gak pernah berubah, pelayanannya ramah bangett",positif,,positif,,,,1,0,1,0,0
"Makanan gak perlu gw ulas lagi karena emang udah enak, dgn kombo mi gacoan lvl 4 + udang kejunya.
Interiornya jadi lebih estetik & lebih luas gak bikin sumpek. â€¦",positif,,,positif,,,1,0,0,1,0
mantap pelayan nya cakep cakep,,,positif,,,,0,0,1,0,0
Makananya enak dan tempatnya juga nyaman ðŸ˜ â€¦,positif,,,positif,,,1,0,0,1,0
"Buat karayawan yg nama nina yg biasanya didepan, semangat kerjanya. Meski kurus cakep km mbak ðŸ˜ðŸ˜ â€¦",,,,,positif,,0,0,0,0,1
"2x pesan shopeefood, estimasi tertulis 1.5 jam sampai, dan dua duanya di cancel mendekati 1.5 jam. Kalau memang mau cancel mending cancel saja dari awal, jangan customer sudah nunggu 1.5 jam baru di cancel. Mengecewakan sekali dicancel saat â€¦",,,negatif,,,,0,0,2,0,0
"Pegawai nya banyak melamun.masa makanan dibuang?gara2 saya lupa bawa pulang.hrusny pgwai bersih2 ny tau,KLO dus warna putih untuk dbwa plng,bukan lngsung dibuang.kecewa banget",,,negatif,,,,0,0,2,0,0
"Tempatnya selalu ramai, pegawai cekatan, gesit, dan cepat",,,positif,positif,,,0,0,1,1,0
"Pelayanan nya satset,emang langganan dari duluðŸ˜loppp bgt gacoann â€¦",,,positif,,,,0,0,1,0,0
"makanannya enak, pelayannya ramah, tapi pelayanannya kurang cepat, jadi harus nunggu agak lama.",positif,,negatif,,,,1,0,2,0,0
"Bagus bersih pelayanan nya bagus, cuman agak keganggu sama pengunjung yg lagi ngrokok",,,positif,negatif,,,0,0,1,2,0
"nyaman, tapi tatakan ny bagian bawah berminyak, klo bisa setiap di selsai bisa di bersihkan minyaknya",,,,negatif,,,0,0,0,2,0
Tempatnya nyaman bersih dan luas.    Pelayanannya sangat baik dan ramah,,,positif,positif,,,0,0,1,1,0
Tempatnya lebih luas dan lebih nyaman parkiran luas dan sekarang pake barcode jadi lebih enak untuk dine in ðŸ’—ðŸ’—ðŸ’— â€¦,,,,positif,,,0,0,0,1,0
"Mienya enak banget pelayanannya cepet gak pakek lama karyawannya juga ramah""",positif,,positif,,,,1,0,1,0,0
"Saran ya min,kamar mandinya di bersihkan karena kemarin saya kesana ada bekas berak yang belum di siram dan masih nyepil di sela sela toilet dan saran sediakan tisu toilet!! Kamar mandinya jorok sekali dan bau",,,,negatif,,,0,0,0,2,0
mas yang nunjukin nomer meja ramah bangett pelayanannyaaa ðŸ˜Š â€¦,,,positif,,,,0,0,1,0,0
Makanannya enak pedess nya sesuaiii selera Dateng makanya juga ga nunggu terlalu lamaaa,positif,,positif,,,,1,0,1,0,0
tempatnya bersih & nyaman jdi enak menikmati mie nya,positif,,,positif,,,1,0,0,1,0
"Tidak ramah untuk yang punya mobil, yang bawa mobil ndak bisa parkir padahal ada banyak tempat buat parkir, sekalipun ndak bisa tidak apa2 tapi kenapa pihak parkir dan gacoan kurang sopan dalam menanggapi?",,,,negatif,,,0,0,0,2,0
"Layanan cepat
Untuk rasa enak
Tempat nyaman dan luas",positif,,positif,positif,,,1,0,1,1,0
"Mie nya enak gak enek, pedesnya nampol dan saya suka bgt sama udang kejunya",positif,,,,,,1,0,0,0,0
"Rela ngantri demi mie gacoan karna emang rasanya se enak itu dan nagihhh, pelayanannya ramah, restonya juga bersihhh, besttt pokoknyaðŸ‘ â€¦",positif,,positif,positif,,,1,0,1,1,0
mantap sekali gacoanðŸ˜¡ â€¦,,,,,positif,,0,0,0,0,1
"baru kemaren dari sini, makan gacoan level 2 berasa level diatasnya. mienya kurang kecap jadi kerasa bgt pedesnya kalo bisa ditambahin dong, gak kek waktu di sumatra",negatif,,,,,,2,0,0,0,0
pelayanan sangat cepat karyawan sangat ramah,,,positif,,,,0,0,1,0,0
"Makananya yang pasti enak, pas dan ramah dikantong hehe, untuk pelayananya bagusðŸ‘ â€¦",positif,poo,positif,,,,1,0,1,0,0
"Tempatnya nyaman, mie nya enak wort it banget untuk kaum pelajar.",,positif,,positif,,,0,1,0,1,0
Pelayannya sangat baik dan rasanya enak bangettðŸ˜ðŸ˜ â€¦,positif,,positif,,,,1,0,1,0,0
"Pelayanan tambah lama & ribet dan rasa berubah,harus download aplikasi sebetulny jual makanan/aplikasi dan tidak boleh merokok padahal outdoor bukan ruangan ber ac",negatif,,negatif,negatif,,,2,0,2,2,0
"pelayanannya baguss sii, intinya ga pernah bosen makan disiniii",,,positif,,,,0,0,1,0,0
"Saya kemarin beli mie manis gacoan 4 untuk take away,tapi dijualin mie manis cuma 1 yg 3 mie hompimpa udah berharap pesenannya bener soalnya udah ngidam ,tapi setelah tau yg dateng bukan mie manis jadi ga selera buat makanðŸ˜Œ â€¦",,,negatif,,,,0,0,2,0,0
"Perfect dari segi pelayanan,makanannya,tempatnya juga bersih dadi pengen balek lagi makan di gacoan",positif,,positif,positif,,,1,0,1,1,0
"makanannya enak, banyak variannya, tapi pedes mienya kurang konsisten",negatif,,,,,,2,0,0,0,0
"Jam 3 gaboleh Dine in hanya take away
Tapi jam Â½4 ada yg makan di tempat di terimaðŸ¤ â€¦",,,negatif,,,,0,0,2,0,0
"Pelayanan bagus smua, yg kurang cuma pas nyiapin makanan lama poll meskipun sudah pindah tmpat tetep lama wkwkw, klau mau makan gacoan hrus sabarr, pling cpet dteng makanannya 1jamman. Trus juga tmpat duduk maksimal cuma 4 orang huhu syang â€¦",,,negatif,negatif,,,0,0,2,2,0
Pelayanannya cepat dan rasa makanannya tetap mulai dari dulu sampe sekarang,netral,,positif,,,,3,0,1,0,0
"makanann terlopp lop, dekatt darii sekolaa, menyalaaa gacoan kuhhðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ â€¦",positif,,,netral,,,1,0,0,3,0
"tempatnya oke bgt sekarang, untuk rasa gausa diraguin lagi",positif,,,positif,,,1,0,0,1,0
Pelayanan presenter sangat ramah bekerja dgn tulus,,,positif,,,,0,0,1,0,0
"tempat nya nyaman, bersih, dan pelayanannya juga baik",,,positif,positif,,,0,0,1,1,0
Pelanyanannya memuaskan tempat nya enak,,,positif,positif,,,0,0,1,1,0
"Sesuai hastag "" Mie Pedas no 1 di Indonesia "" , kualitas dan pelayanan sangat diutamakan , rasanya nikmat , sangat reccomended untuk kluarga , teman , dan pasangan.",positif,,positif,,,,1,0,1,0,0
"nunggu hampir sejam, diduluin sama pelanggan lain yang dateng setelah kita, kayaknya cuma di cek meja mana yang udah ada pesenannya atau belum ya sistemnya, karna meja kita tergolong di tengah meanwhile pelayannya cuma ngeliatin dari pinggir mana yang belum dapet mie nya",,,negatif,,,,0,0,2,0,0
"Makin lama makin kacau, nunggu mie nya datang hampir 1 jam.. yang dateng belakangan malah dapat duluan... Tolong dong",,,negatif,,,,0,0,2,0,0
Pelayanannya sangat ramah dan rasa mienya enak,positif,,positif,,,,1,0,1,0,0
Mie gacoan enak bangett favorit disegala mie paling enak mie gacoan,positif,,,,,,1,0,0,0,0
"makanannya enak, pelayanan baik wajib cobain kesinii",positif,,positif,,,,1,0,1,0,0
"cepet buka tempat barunya, biar ga antri meja huhuuu",,,,negatif,,,0,0,0,2,0
"Mie Paling Laris dan banyak diminati masyarakat. Tempat di sini luas. Pelayanan oke. Sip dah. Makanan juga datengnya GK lama"". Enak dah pokok. Tapi yaa harus sabar antrinya..",positif,,positif,positif,,,1,0,1,1,0
Pelayanannya cukup ramah dan baik,,,positif,,,,0,0,1,0,0
"Lama tidak kesini, kapan hari kesini pelayanan oke
Staf nya ramah saat di mintai tolong
Sippp",,,positif,,,,0,0,1,0,0
