text,sent_makanan,sent_harga,sent_layanan,sent_lingkungan,sent_umum,,numerik_makanan,numerik_harga,numerik_layanan,numerik_lingkungan,numerik_umum
"Pelayanan masih kurang maximal, toping juga masih kurang baik dari rasa dan varian toping.",negatif,,negatif,,,,2,0,2,0,0
Enaaaak banget sesuai lah sama harga nya,positif,,,,,,1,0,0,0,0
Tempatnya bagus..makananya enak..murah juga.,positif,positif,,positif,,,1,1,0,1,0
Mie nya eundesss.. Toping nya banyak.. Harga lumayan murah..,positif,positif,,,,,1,1,0,0,0
Hanya ingin bilang rasanya mak nyus... ☺☺,positif,,,,,,1,0,0,0,0
"Nyaman dan fotogenik. Rasa mie, kurang istimewa",negatif,,,positif,,,2,0,0,1,0
Waoww... Menyantap makan dg sensasi CAROK !! 😄😁 …,netral,,,,,,3,0,0,0,0
"Makanannya enak overall, murce dan aksesnya mudah",positif,positif,,,,,1,1,0,0,0
muantep bos... pedesnya pool... banyak menu dan pilihan.,positif,,,,,,1,0,0,0,0
Mie pedas yang enak dan pengalaman makan yang menyenangkan,positif,,,,,,1,0,0,0,0
tempatnya bagus dan menu.x lucu.lucu,positif,,,positif,,,1,0,0,1,0
Mayan.. seumur umur asli orang kalisat baru sekali kesini..,,,,,netral,,0,0,0,0,3
Mie gorengnya mantab,positif,,,,,,1,0,0,0,0
"Mienya enak, tempatnya jg nyaman",positif,,,positif,,,1,0,0,1,0
Enak karena istri saya suka,positif,,,,,,1,0,0,0,0
seneng,,,,,positif,,0,0,0,0,1
Porsinya tambah dikit tp tetep juara rasanya👍👍 …,positif,,,,,,1,0,0,0,0
"Mienya enak, cocok untuk pecinta pedas...",positif,,,,,,1,0,0,0,0
Mienya enak cuma penyajiannya agak lama,positif,,positif,,,,1,0,1,0,0
Pelayanannya lama,,,negatif,,,,0,0,2,0,0
Pelayanan cukup bagus+tempatnya enak,,,positif,positif,,,0,0,1,1,0
rekomendedd,,,,,positif,,0,0,0,0,1
"Masakan nya enak semua...
.",positif,,,,,,1,0,0,0,0
Tempatnya nyaman dan mie nya enak bos,positif,,,positif,,,1,0,0,1,0
Enak mie nya mantap banget dah,positif,,,,,,1,0,0,0,0
Tmpatx dan playananx bagus....makanan dan minumanx recomended,positif,,positif,positif,,,1,0,1,1,0
Es jeruknya bukan es jeruk tp es gula,negatif,,,,,,2,0,0,0,0
Mamntaap rasa mienya enak bngeet...,positif,,,,,,1,0,0,0,0
Rame pembeli. Pelayanan nya memuaskan.,,,positif,,,,0,0,1,0,0
"Tempatnya enak ,makanannya enak banget",positif,,,positif,,,1,0,0,1,0
Pelayanan bagus dan tempat nya luas,,,positif,positif,,,0,0,1,1,0
Cukup bagus,,,,,positif,,0,0,0,0,1
Kalau dibungkus untuk dimkn dirmh kurang enak,negatif,,,,,,2,0,0,0,0
Menjual mie dng rasa yg mantap,positif,,,,,,1,0,0,0,0
kerenn anjay,,,,,positif,,0,0,0,0,1
Mienya terlalu pedas untuk lvl terendah,negatif,,,,,,2,0,0,0,0
Tempat Ok dan Rasa makanan Toppp markotop!!!,positif,,,positif,,,1,0,0,1,0
Mie ayam nya rekomended gaess,positif,,,,,,1,0,0,0,0
Pelayanan nya kurang memuaskan🥲 …,,,negatif,,,,0,0,2,0,0
Alangkah lebih baiknya jika chefnya pakai masker 😷 …,,,negatif,,,,0,0,2,0,0
Mie lumayan enak tapi pelayanan lama,positif,,negatif,,,,1,0,2,0,0
Super duper terrbaeqqw miiiee terfav sepanjang sejarah hidup,positif,,,,,,1,0,0,0,0
"Tempat nyaman, rasa tetap sama",positif,,,positif,,,1,0,0,1,0
Mie enak pedesnya bikin nagih,positif,,,,,,1,0,0,0,0
"Rexomended mie,Tapi untuk cabang kalisat sepertinya sudah tutup",,,,netral,,,0,0,0,3,0
Enak sekali pokoknya 🥰🥳 …,positif,,,,,,1,0,0,0,0
Tempat enak &  pelayanan juga cepet,,,positif,positif,,,0,0,1,1,0
Rasanya seperti iron man.super pedas,netral,,,,,,3,0,0,0,0
Rasa pas dan menu semakin beragam,positif,,,,,,1,0,0,0,0
"harga&rasa, mantul!!! rugi g nyoba!!!",positif,positif,,,,,1,1,0,0,0
Mantap boss....ini yang dinamakan surga dunia👍👍👍 …,,,,,positif,,0,0,0,0,1
Rasa enak tempatnya juga enak,positif,,,positif,,,1,0,0,1,0
"Harga murah, rasa cukup enak",positif,positif,,,,,1,1,0,0,0
Mie pedes kekinian ada juga lho di daerah kalisat,positif,,,netral,,,1,0,0,3,0
Sakera punya cerita..,,,,,netral,,0,0,0,0,3
Lama bgt pelayanannya,,,negatif,,,,0,0,2,0,0
Pelayanan ramah...bersih...cepat,,,positif,,,,0,0,1,0,0
Mienya lumayan,positif,,,,,,1,0,0,0,0
Mantap tempat bagus,,,,positif,,,0,0,0,1,0
Nyaman dan enak dan tempat yang indah,,,,positif,,,0,0,0,1,0
Pelayanan nya lumayan baik,,,positif,,,,0,0,1,0,0
Enak dan harga tidak mahal mahal amat,positif,positif,,,,,1,1,0,0,0
Lumayan tempat nya sejuk,,,,positif,,,0,0,0,1,0
Mie nya mantap cuuuuuuy,positif,,,,,,1,0,0,0,0
"Mantap, selalu rame 😁😁😁 …",,,,positif,,,0,0,0,1,0
Enak rasanya,positif,,,,,,1,0,0,0,0
Pelayanan yg memuaskan,,,positif,,,,0,0,1,0,0
Pelanggan bisa langsung ke tempat saya,,,,,positif,,0,0,0,0,1
"Mienya enak,,, tmptnya asik",positif,,,positif,,,1,0,0,1,0
Biasa aja,,,,,netral,,0,0,0,0,3
Sangat bagus dan sangat enak,positif,,,positif,,,1,0,0,1,0
enak tapi ya enak aja gitu,positif,,,,,,1,0,0,0,0
Rasa nya Mantap,positif,,,,,,1,0,0,0,0
Rekomendasi banget sih,,,,,positif,,0,0,0,0,1
mantap mie nya,positif,,,,,,1,0,0,0,0
Pinggir jln parkir juga cukup,,,,netral,,,0,0,0,3,0
Asyik tempatnya,,,,positif,,,0,0,0,1,0
Pelayanan harap di perbaiki,,,negatif,,,,0,0,2,0,0
Terkenal dengan mienya yang pedas,netral,,,,,,3,0,0,0,0
Ramai harus sabar antri,,,negatf,,,,0,0,0,0,0
mie sakera mantab,,,,,positif,,0,0,0,0,1
Pedasnya luar biasa...,positif,,,,,,1,0,0,0,0
Sangat puas dengan pelayanan,,,positif,,,,0,0,1,0,0
Ingat masa kecil dulu di sini,,,,,positif,,0,0,0,0,1
Tempat luas dan nyaman,,,,positif,,,0,0,0,1,0
Buat nongkrong juga oke,,,,positif,,,0,0,0,1,0
Suka ajach..😊 …,,,,,positif,,0,0,0,0,1
Sarapan aja jangan harapan,,,,,netral,,0,0,0,0,3
enak mienya,positif,,,,,,1,0,0,0,0
Sip mak nyus...  😉 …,,,,,positif,,0,0,0,0,1
Murah dan strategis,,positif,,positif,,,0,1,0,1,0
"Mantap, recomended",,,,,positif,,0,0,0,0,1
Mienya enak :),positif,,,,,,1,0,0,0,0
Tempat enak dan nyaman,,,,positif,,,0,0,0,1,0
Rasanya mantab,positif,,,,,,1,0,0,0,0
Bersih dan rapi,,,,positif,,,0,0,0,1,0
Sangat berkenan,,,,,positif,,0,0,0,0,1
Enak lumayan,positif,,,,,,1,0,0,0,0
Pedesnya mantaabbb,positif,,,,,,1,0,0,0,0
Tempat makan yang enak,,,,positif,,,0,0,0,1,0
Gatau mau nulis apa 😎 …,,,,,netral,,0,0,0,0,3
parkir syulit,,,,negatif,,,0,0,0,2,0
Enak mienya😋 …,positif,,,,,,1,0,0,0,0
Silahkan dicoba,,,,,netral,,0,0,0,0,3
Pokok okelah,,,,,positif,,0,0,0,0,1
Kurang tepat,,,,,netral,,0,0,0,0,3
Sangat pedas,netral,,,,,,3,0,0,0,0
Wajib dikunjungi,,,,,positif,,0,0,0,0,1
Tempat oke,,,,positif,,,0,0,0,1,0
Pelayanan lama,,,negatif,,,,0,0,2,0,0
good kuliner mie,positif,,,,,,1,0,0,0,0
Mantap mantap,,,,,positif,,0,0,0,0,1
Siippp pedes,netral,,,,,,3,0,0,0,0
Banyak promo,,positif,,,,,0,1,0,0,0
Baik,,,,,positif,,0,0,0,0,1
enakk,positif,,,,,,1,0,0,0,0
Nikmat,positif,,,,,,1,0,0,0,0
Sadis,,,,,negatif,,0,0,0,0,2
Mantab ges,,,,,positif,,0,0,0,0,1
"Mantap,,,,",,,,,positif,,0,0,0,0,1
Makanan mie,netral,,,,,,3,0,0,0,0
Pelayanannya oke mamam enaakkk,positif,,positif,,,,1,0,1,0,0
"Iya nih, itu pohon
Pop",,,,,netral,,0,0,0,0,3
"Enak banget, tapi kasirnya, juddeess, selalu baik, pelayannya ramah, senyumnya biasa aja, dan saya jadi ogah beli.",positif,,negatif,,,,1,0,2,0,0
Pertama kali makan di mie sakera kalisat pelayanannya sangat baik,,,positif,,,,0,0,1,0,0
terima kasih ya,,,,,positif,,0,0,0,0,1
"Setelah mengantar anak-anak ke pondok, mereka mampir untuk membeli mie sakera di kalisat",,,,netral,,,0,0,0,3,0
Josss,,,,,positif,,0,0,0,0,1
"Sungguh, sungguh.",,,,,netral,,0,0,0,0,3
Sae,,,,,netral,,0,0,0,0,3
Menyarankan,,,,,netral,,0,0,0,0,3
Tempat ini sangat menyenangkan untuk makan ramen..,,,,positif,,,0,0,0,1,0
direkomendasikan bagi mereka yang suka pedas.,positif,,,,,,1,0,0,0,0
Mie sakera nya mantap 😀 pedas nampol 👍👍👍👍 …,positif,,,,,,1,0,0,0,0
Mie Sakera rasanya sangat enak.,positif,,,,,,1,0,0,0,0
Pelayan itu tidak tersenyum 😊😊 …,,,negatif,,,,0,0,2,0,0
Senang bertemu dengan Anda....,,,,,positif,,0,0,0,0,1
Mie sake ini benar-benar enak.,positif,,,,,,1,0,0,0,0
Puaaaas,,,,,positif,,0,0,0,0,1
Wow!,,,,,positif,,0,0,0,0,1
Atas,,,,,netral,,0,0,0,0,3
Oenaak,positif,,,,,,1,0,0,0,0
jhooosss,,,,,positif,,0,0,0,0,1
Lebih baik makan di tempat,,,,,positif,,0,0,0,0,1
Raaammeeeee....antrriiii😅😅 …,,,,negatif,,,0,0,0,2,0
hari Pedessse,netral,,,,,,3,0,0,0,0
Mantaaaaaaaabeg 👍👍👍 …,,,,,positif,,0,0,0,0,1
Mantaaappp,,,,,positif,,0,0,0,0,1
Tempat yang Baik,,,,positif,,,0,0,0,1,0
Mereka bisa melakukan woooopppp-mu,,,,,netral,,0,0,0,0,3
Tempat yang nyaman,,,,positif,,,0,0,0,1,0
Suka suka suka,,,,,positif,,0,0,0,0,1
Peddes.....😋✌ …,netral,,,,,,3,0,0,0,0
"Nikmatnya sepiring mie pedas yang mengepul perlahan, menggoda lidah di senja yang mulai tenang. Menurutku, ini pedasnya bukan sekadar rasa berani, melainkan hangat yang menetap di hati. Dibubuhi es teh dingin menyapa tenggorokan yang lelah, …",positif,,,,,,1,0,0,0,0
"Dulu aku tinggal di Ajung dan sering beli di cabang yang tegal besar depan perum taman gading tp sayang outletnya tutup pdhl dulu hampir seminggu 3x beli kesana, tapi sekarang udh tinggal di tanggul ikut suami ",,,,netral,,,0,0,0,3,0
"Karyawannya ganteng banget, cepet bgt kerjanya, ramah juga. Ga cuma itu, menunya juga murah dan enak, cocok buat dompet yang menipis. Fyi aku makannya pas menjelang malam/sunset, sumpahhhhhhh view tanggulnya indah bangettt. tempatnya juga …",positif,positif,positif,positif,,,1,1,1,1,0
"Mie enaknya terasa khas, bumbunya pas dan porsinya cukup. Udang keju juga enak dengan isi keju yang melimpah, walau sedikit agak overcook. Pelayanan ramah dan cukup cepat. Tempat memang terlihat agak usang, tapi tetap bersih dan nyaman untuk makan. Area parkir juga tersedia dan aman.",positif,,positif,positif,,,1,0,1,1,0
"Mie nya enak, es nya enak, dimsum nya enak. Pesanan juga kurang dari 15 menit udah selesai, mungkin karena sepi juga. …",positif,,positif,,,,1,0,1,0,0
"Pelayanannya bagus, karyawan ramah, murah juga mienya, enakk, sering promo. Makasih mie sakera, sukses teruss.",positif,positif,positif,,,,1,1,1,0,0
"enakkk bangett, miee nya enakk, siomay ayam nyaa enak pelayanan nya jg enak ramah bangetttt tp untuk es teh nya kurang maniss :(( selebihnya udahh enakk kokk😻 …",negatif,,positif,,,,2,0,1,0,0
"hiksss ini enak bngtt, pelayanan ramah cepat pula, g smpe 10menit makanan nya sampai, tempatnya oke bersih, dimsumnya wenak pwolll gede"", mienya juga ga kalah enaknya..",positif,,positif,positif,,,1,0,1,1,0
"Mie sakera rasa maknyus .. beda dengan yang lain.. perlu dicoba ... Tempat di pinggir jalan dekat stasiun tanggul.. porsi kenyang.. gigitan pertama langsung menunjukkan ini khas dari mie sakera..
Yokkk datang",positif,,,netral,,,1,0,0,3,0
"Perdana makan mie sakera cabang tanggul, untuk pelayanan sangat puas bgt.
Untuk tempat nyaman, dan untuk makanannya enakkk saya rating 8.5/10. Tpi puas bgt pertama kali nyoba mie sakera ini.",positif,,positif,positif,,,1,0,1,1,0
"untuk harga 11k porsi nyaa kebanyakan kak + kurangg asin , kbnyakan kecap + minumannya kurang manis dikit kak 🙏🏻 …",negatif,netral,,,,,2,3,0,0,0
"kedua kali kesini, sangat mengecewakan🙃
pas datang kondisi tidak begitu ramai, ada 2 meja dine-in saja sebelum ku yang belum dilayani, 3 termasuk aku …",,,negatif,netral,,,0,0,2,3,0
"lebih teliti lagi dalam mendengarkan pesanan ya,semangat kedepannya sukses selalu",,,negatif,,,,0,0,2,0,0
"Mie nya enak emang udah favorit dari yang pertama buka di jember, tempatnya juga cozy..",positif,,,positif,,,1,0,0,1,0
"Mienya dan udang keju enak
Tempat juga nyaman",positif,,,positif,,,1,0,0,1,0
"Semua menu cocok di lidah semua kalangan anak"" hingga orang dewasa
Recommended untuk tempat makan bareng keluarga/temen",positif,,,positif,,,1,0,0,1,0
"Mienya enak,dimsumnya enak,tempatnya bersih. Untuk spot foto bisa memilih makan di lantai 2. Pelayanan cepat",positif,,positif,positif,,,1,0,1,1,0
"Mie favorit dari jaman kuliah, dulu rutin banget makan di jember. Setelah lulus kuliah setiap kepengen susah karena harus jauh ke jember. Dan sekarang udah ada di tanggul, pas awal buka mau beli ragu awalnya takut gak sama rasanya kayak di …",positif,,,positif,,,1,0,0,1,0
"pertama kali kesini aman, maghrib dan kondisi lagi sepi

kedua kalinya kesini mengecewakan, …",,,,negatif,,,0,0,0,2,0
"Pertama kali coba dan langsung ketagihan! Mienya kenyal, bumbunya pas lidah,  pedasnya bisa disesuaikan sesuai selera. Cocok banget buat pecinta makanan pedas, tapi tenang… buat yang nggak kuat pedas juga bisa request level rendah. …",positif,,,,,,1,0,0,0,0
"Mienya enak,gak begitu lembek,pokoknya wort id,pelayannya juga baik hati dan tidak sombong.",positif,,positif,,,,1,0,1,0,0
"Lantai 2 kotor ga dibersihin

Pesan mie berkuah 50 menit belum dibuat sama sekali
Di tegur malah, nyalah nyalahin staff yang lain",,,negatif,negatif,,,0,0,2,2,0
"sipppp mantap semuaaa, tapi lain kali mungkin buat es teh nya bisa lebih dimanisin lagiii, trus juga udang kejunya jgn terlalu rasa daging selep gituu, usahain lebih soft lg lbh enakkk, overall enakkk semuaaa sip baguss",negatif,,,,,,2,0,0,0,0
"Mienya enak, pelayanannya ramah dan cepat",positif,,positif,,,,1,0,1,0,0
"pelayananya baik, penyajian makanannya juga cepet ga sampe 10 menitt sudah di antarr",,,positif,,,,0,0,1,0,0
"enakkk,pelayanannya ramah jugaa, cepett,tempatnya okee,intinya mantep deh",positif,,positif,positif,,,1,0,1,1,0
"ini mie itu enakk,tapi kalo bisa saran ajaa,mie nya jangan terlalu nyemek,dimsum nya enakk banget kerasa daging nya,gede gede pula es nya kurang maniss dikit tpi gapapa lah tetep enakkk,udah berapa kali ke sini ga pernah bosen sama mie nya",positif,,,,,,1,0,0,0,0
"enak banget, tempat nya nyaman, rekomended bgtt",,,,positif,,,0,0,0,1,0
Rekomen sekali pokoknya kalian harus kesini sih 🥰🥰 …,,,,,positif,,0,0,0,0,1
"Pesanan tidak sesuai semua beli apa dikasih apa
Mana gadikasih sosis
Toping tidak lengkap
pelayanan lama super lemot",negatif,,negatif,,,,2,0,2,0,0
Jangn lupa mampir dimie sakera murah cuma 10rb sudah bikin kenyang😍🤩 …,,positif,,,,,0,1,0,0,0
"Mienya sangat enak,bumbu""nya sudah pasdan bikin nagih terus🔥🤩 …",positif,,,,,,1,0,0,0,0
buka di shopeefood pls klo pake gofood kadang ongkir nya ga ngotak pdhl enak bgt😃 porsinya bnyk bikin kenyang murah lagi …,positif,,,,,,1,0,0,0,0
"Mie nya ga terlalu suka bangett
Pesan lewat wa mau di ambil jam segitu, sampai sana masih belom di buatkan, orang lagi buru-buru",negatif,,negatif,,,,2,0,2,0,0
enak bngt udah ke 3 kalinya kesini 9/10,positif,,,,,,1,0,0,0,0
"Layanan cepat, ramah dan tempat sangat bersih",,,positif,positif,,,0,0,1,1,0
"Mie nya enak, Udang Rambutannya juga enak uk. Besar jgaa jadi puas makannya👍 …",positif,,,,,,1,0,0,0,0
Rasanya enak harga terjangkau,positif,positif,,,,,1,1,0,0,0
"Selalu dapet pelayanan yang bagus pas kesana, pegawainya juga ramah².",,,positif,,,,0,0,1,0,0
rasa mie dan bumbunya sangat pas bikin nagih terus😍🔥🔥 …,positif,,,,,,1,0,0,0,0
"Ada plastik di dalam makanannya, sepertinya plastik hitam keras.
Kecewa pas makan ikut terkunyah
Kurang hati2 dalam penyajian, semoga kedepan di perbaiki
Untuk rasa enak tidak ada masalah.",negatif,,negatif,,,,2,0,2,0,0
"enak banget,tempat nya enak,bersih, pelayanan oke banget,paling best lumpia udangnya siiii,mungkin lebih enak alat makan nya diganti sumpit kak",positif,,positif,positif,,,1,0,1,1,0
"Ke dua kalinya makan mie Sakera, mienya nyemek, rasa oke, porsi mengenyangkan buat saya. Udang rambutan syukaaa.",positif,,,,,,1,0,0,0,0
"Makanan nya enak sekali,kamu bisa memilih original/goreng,dan juga ada berbagai toping yang bisa anda makan.",positif,,,,,,1,0,0,0,0
"mie nya enak porsinya banyak, dimsumnya gede gede+enak bgtt jdi kenyangg, trs bisa DO lagi🤩😍 rawrr …",positif,,,,,,1,0,0,0,0
"saya beli yang pertama kali itu mie nya kelembekan dan dimsum"" nya masih mentah semua dan untuk pembelian kedua masak karyawan nya yang nganter itu nganu ingus didepan customer kan jadi geli yang mau makan",negatif,,negatif,,,,2,0,2,0,0
"Btw lupa review tadi pagi, mie nya enak
Apalagi dimsum nya pas banget matangnya jadi pengen nyobain lagi",positif,,,,,,1,0,0,0,0
"Mienya enak pas sama bumbunya😍dan karyawannya ramah""😍🔥🔥 …",positif,,positif,,,,1,0,1,0,0
"enak kok, tapi mie nya menurut aku kurang sedep ajasih
tapi bener enak kok",negatif,,,,,,2,0,0,0,0
"karyawannya ramah"" mulai dulu pengen mkan mie sakera alhamdulillah terkbul",,,positif,,,,0,0,1,0,0
"Sudah coba mie sakera yg cabang tanggul, mienya enak bumbunya juga nampol, pelayanannya ramah dan cepat..sukses selalu mie sakera tanggul 🫰 …",positif,,positif,positif,,,1,0,1,1,0
"Mienya mengenyangkan, wort itu betul",positif,,,,,,1,0,0,0,0
"Tolong buat owner pegawainya ditambah lagi dong, masa cuma 2 orang yang jelas pasti keteteran.
Pesan takeaway masyaallah nunggu sejam lebih, ampe ga mood makan😭😭 …",,,negatif,,,,0,0,2,0,0
"Pelayanan ramah,penyajian makanan tepat waktu,tempat nyaman dan bersih.
Tapi sayang di lantai dua musik ga kedengeran jadi sunyi.",,,positif,negatif,,,0,0,1,2,0
ENAKKKKKEUNNNNNNNNNNN PENAKKK ERAMMMMMMM AW AWWWWWWW PEDESSSS EEEEEEE PASSSSS DANNNNNN MANTEPPPPPPPPPPPPPP😻😻😻😻😻 …,positif,,,,,,1,0,0,0,0
"tolong karyawannya mending di tambahin deh jangan cuma 2 orang biar pelayanannya ga lemot. pesen mie 3 porsi take away nunggu aja sampe sejam, terus ada yg beli tapi dine in padahal datangnya duluan saya ada sekitar setengah jam tapi yg …",,,negatif,,,,0,0,2,0,0
"Untuk pesanan customer tolong di teliti lagi nunggu mie kari sama air mineral sampai 1 jam
",,,negatif,,,,0,0,2,0,0
Mie sakera mantapp pokoknya👍🏻 …,positif,,,,,,1,0,0,0,0
"enakkk mienyaa, tempatnya juga bersih dan pelayanan ramah",positif,,positif,positif,,,1,0,1,1,0
"Enak makanannya, orang nya ramah, suasananya juga enak mantap dah, layak dicoba👍👍👍👍 …",positif,,positif,positif,,,1,0,1,1,0
"Yang cabe 20 kurang pedes, tempatnya bersih, best deh pokoknya, pelayanannya oke oke aja sih",netral,,positif,positif,,,3,0,1,1,0
"Mienya enak, karyawannya ramah** , dimsumnya  gede gede  tempatnya bersih",positif,,positif,positif,,,1,0,1,1,0
"Mienya enak banget, apalagi udang kejunya juara banget, bisa nambah saos nya juga pelayanannya oke",positif,,positif,,,,1,0,1,0,0
"Mie nya enak, pas sama kematangan nya ga terlalu nyemek jadi suka banget",positif,,,,,,1,0,0,0,0
Type mie yg agak nyemek cinta bngt. Cepat. Suasananya yang atas enak. Yg bawah agak pengap ya karena tempat memasak,positif,,,negatif,,,1,0,0,2,0
Tempat dan mienya sangat memuaskan😍🤩🔥🔥 …,positif,,,positif,,,1,0,0,1,0
Baru kali ini makan mie yang rasanya pas dan enak di lidah. Mie Sakera memang the best👍👍👍 …,positif,,,,,,1,0,0,0,0
"mienya enak banget, terus pelayanannya juga okee makasih ya mass mass mantepp 👍👍👌 …",positif,,positif,,,,1,0,1,0,0
"mienya enak bgtt
harganya terjangkau porsinya juga ga dkit😍pkok endul bgt dehh …",positif,positif,,,,,1,1,0,0,0
"Memang betul kata orang"" Mie Sakera enak banget 🥰🔥🔥🔥 …",positif,,,,,,1,0,0,0,0
"Tempat kotor, tidak disapu
Staff terlalu dikit
Pesanan 1 jam lebih belum ready bahkan belum dimasakkan …",,,negaitf,negatif,,,0,0,0,2,0
mie nya enak ga kalah sama yang lain minuman anggur jeruknya ngga yang kecut tapi cenderung manis seger,positif,,,,,,1,0,0,0,0
"Adem tempat e
Uenak"" poll menu ne
Playanan ramah bgtt 😍 …",positif,,positif,positif,,,1,0,1,1,0
"Rasanya pas banget bikin nagih 🔥
Apalagi karyawannya ramah""🥰🥰😍😍😍🤩 …",positif,,positif,,,,1,0,1,0,0
"Makanan nya enak , pelayanan bagus dan karyawan nya ramah",positif,,positif,,,,1,0,1,0,0
knapa kok ada tukang parkir siih? beli cmn 10k mlh jdi 12k,,netral,,negatif,,,0,3,0,2,0
"Pelayanan nya bagus, masnya cekatan ,makanannya enak",positif,,positif,,,,1,0,1,0,0
"Mienya enak, Tempatnya Bersih Dan Pelayanannya cepat",positif,,positif,positif,,,1,0,1,1,0
"Alhamdulillah mie sakera buka ditanggul ga usah jauh jauh kejember ,promo di banner beli 1 gratis 1 mantaap ,25 dan 26 Juni gasss",,positif,,positif,,,0,1,0,1,0
rasa mie sama bumbunya pas banget🔥😍 …,positif,,,,,,1,0,0,0,0
"karyawannya ramah"" dan mie sama bumbunya pas",positif,,positif,,,,1,0,1,0,0
"Mie nya enak,tingkat kematangan nya juga pas,pelayanan juga ramah banget",positif,,positif,,,,1,0,1,0,0
Lv 10 pedesnya mantap. Suka varian yg goreng,positif,,,,,,1,0,0,0,0
"Pelayanan nya cepat, karyawannya juga ramah🤗 …",,,positif,,,,0,0,1,0,0
"Mie nya enakan punya sebelah sih
Cuma dimsum nya aja yang enak",negatif,,,,,,2,0,0,0,0
"Wow siih, porsinya mie nya bikin kenyang di perut
Pedesnya nampol poll😋 …",positif,,,,,,1,0,0,0,0
"Tempatnya nyaman dan karyawannya ramah""😍😍🔥🔥 …",,,positif,positif,,,0,0,1,1,0
"Mie nya enak gurih manis, udang kejunya besarrrr mantabbb🫶🤌 …",positif,,,,,,1,0,0,0,0
"Simple banget beli mi di sakera bisa do ..
Mi nya kenyel enak dan pedesnya nampol",positif,,,,,,1,0,0,0,0
mienya sangat enak dan pas seleranya 🥰 …,positif,,,,,,1,0,0,0,0
"enak banget,pelayanan bagus banget dan bjsa diantar kerumah",positif,,positif,,,,1,0,1,0,0
Mie nya enak banget pokok bikin nagihh🤤🤤 …,positif,,,,,,1,0,0,0,0
"mantap abis enak ramah banget masnya, suasananya bersih mantap pokoknya josjis bolo",,,positif,positif,,,0,0,1,1,0
"ENAK BANGET PLS PLS PLS mie nya tebel tebel ngenyangin dah pokoknya, pelayanan nya oke lah cepet tpi standar gitu, mas mas nya juga ramah!",positif,,positif,,,,1,0,1,0,0
Pelayanan bagus👍👍👍 …,,,positif,,,,0,0,1,0,0
Suka banget sama mie sakera🥰mie sama bumbunya pas the best👍🏻🌶️🔥 …,positif,,,,,,1,0,0,0,0
"Pelayanannya sangat baik, makanannya tidak mengecewakan 👌👌 …",positif,,positif,,,,1,0,1,0,0
"Pelayanannya cepat, pelayan ramah, parkiran luas dan rasanya enak👍 …",positif,,positif,positif,,,1,0,1,1,0
"pelayanan nya ramah ,waiters nya sopan,mi gorengnya lezat",positif,,positif,positif,,,1,0,1,1,0
mienya enak tempatnya bersihh joss pkoknya,positif,,,positif,,,1,0,0,1,0
"Yang awalnya di depan rumah yg ada di Kalisat skrg udah ada di mana2, dan skrg buka lagi di tanggul, mantap banget mie sakera",,,,positif,,,0,0,0,1,0
"Rasanya mantul, dan untuk pelayanannya cepat dan pegawainya juga ramah ramah",positif,,positif,,,,1,0,1,0,0
tempat makan dilantai 2 sangat bagus pandangannya,,,,positif,,,0,0,0,1,0
Mie sama bumbunya pas banget 😍🥰😍🥰 …,positif,,,,,,1,0,0,0,0
suasananya menyenangkan dan pemandangannya langsung ke arah jalan,,,,positif,,,0,0,0,1,0
"enak, pelayanan nya baik, tempat nya bagus",positif,,positif,positif,,,1,0,1,1,0
tambah enak pedesnya kerasa banget the best pokok,positif,,,,,,1,0,0,0,0
Mie nya enak pelayanannya ramah,positif,,positif,,,,1,0,1,0,0
banyak promonya loh 😭 ga rugi kahhh?? enak juga😭 …,positif,positif,,,,,1,1,0,0,0
"Karyawannya ramah asikk, pelayanannya ok",,,positif,,,,0,0,1,0,0
rasa dan kenyamanan ditempat sangat senang banget😍😍😍😍 …,positif,,,positif,,,1,0,0,1,0
Pelayanan nya cepet. Karyawan nya ramah. Pedesnya nampol,positif,,positif,,,,1,0,1,0,0
Pelayanan nyaa ramah dan suka juga sama cita rasanya🥰 …,positif,,positif,,,,1,0,1,0,0
"Pelayanan dan makanannya baik, kebersihan perlu ditingkatkan lg.",positif,,positif,negatif,,,1,0,1,2,0
Mienya bikin nagih teruss🔥🔥🔥 …,positif,,,,,,1,0,0,0,0
Makanan cepet jadi cepet nyampek dan gratis ongkir area tanggul,,,positif,,,,0,0,1,0,0
mantab kak mie nya😁 …,positif,,,,,,1,0,0,0,0
"uwenakk polll, pelayanan nya oke, mas mas nya juga ramah",positif,,positif,,,,1,0,1,0,0
"Mantap semua makanannya,",positif,,,,,,1,0,0,0,0
"Enak, worth it harga segitu",,positif,,,,,0,1,0,0,0
Enak sudah gak usah jauh jauh ke jembrr,,,,positif,,,0,0,0,1,0
enak,positif,,,,,,1,0,0,0,0
"sesuai nama, mienya enak dan pedass",positif,,,,,,1,0,0,0,0
Enak bangetttt langganan skalii,positif,,,,,,1,0,0,0,0
Enak parahh one of the alternative noodle restaurant di tanggul💋💋💋💋 …,positif,,,,,,1,0,0,0,0
"ENAK BANGETTTTT, BANYAK PROMO NYA 😍😍😍 …",positif,positif,,,,,1,1,0,0,0
mantapp👌👌 …,,,,,positif,,0,0,0,0,1
pelayanannya ramah poll,,,positif,,,,0,0,1,0,0
